SWMM5 Interface File
*MODEL: Sewer catchment model to simulate sewer discharge from Central Fehraltorf to the the treatment plant at ARA Fehraltorf. This model includes the observed transfer flows from RUMLIKON at location 'f02' (node 555) and RUSSIKON at location 'f03' (node 11d). The model is not complete and may still contain errors! 
300  - reporting time step in sec
1    - number of constituents as listed below:
FLOW LPS
8    - number of nodes as listed below:
103d_SBW
ARA_Fehraltorf
Bacheinlauf1
Bacheinlauf2
Bacheinlauf30
Bacheinlauf47
Node_8
Notentlastung_48b
Node             Year Mon Day Hr  Min Sec FLOW      
Bacheinlauf2     2016 08  26  13  45  00  0.000000  
Bacheinlauf30    2016 08  26  13  45  00  0.000000  
Bacheinlauf47    2016 08  26  13  45  00  0.000000  
Node_8           2016 08  26  13  45  00  0.000000  
Notentlastung_48b 2016 08  26  13  45  00  0.000000  
103d_SBW         2016 08  26  13  50  00  0.000000  
ARA_Fehraltorf   2016 08  26  13  50  00  30.960313 
Bacheinlauf1     2016 08  26  13  50  00  0.000000  
Bacheinlauf2     2016 08  26  13  50  00  0.000000  
Bacheinlauf30    2016 08  26  13  50  00  0.000000  
Bacheinlauf47    2016 08  26  13  50  00  0.000000  
Node_8           2016 08  26  13  50  00  0.000000  
Notentlastung_48b 2016 08  26  13  50  00  0.000000  
103d_SBW         2016 08  26  13  55  00  0.000000  
ARA_Fehraltorf   2016 08  26  13  55  00  30.960313 
Bacheinlauf1     2016 08  26  13  55  00  0.000000  
Bacheinlauf2     2016 08  26  13  55  00  0.000000  
Bacheinlauf30    2016 08  26  13  55  00  0.000000  
Bacheinlauf47    2016 08  26  13  55  00  0.000000  
Node_8           2016 08  26  13  55  00  0.000000  
Notentlastung_48b 2016 08  26  13  55  00  0.000000  
103d_SBW         2016 08  26  14  00  00  0.000000  
ARA_Fehraltorf   2016 08  26  14  00  00  30.960313 
Bacheinlauf1     2016 08  26  14  00  00  0.000000  
Bacheinlauf2     2016 08  26  14  00  00  0.000000  
Bacheinlauf30    2016 08  26  14  00  00  0.000000  
Bacheinlauf47    2016 08  26  14  00  00  0.000000  
Node_8           2016 08  26  14  00  00  0.000000  
Notentlastung_48b 2016 08  26  14  00  00  0.000000  
103d_SBW         2016 08  26  14  05  00  0.000000  
ARA_Fehraltorf   2016 08  26  14  05  00  29.750257 
Bacheinlauf1     2016 08  26  14  05  00  0.000000  
Bacheinlauf2     2016 08  26  14  05  00  0.000000  
Bacheinlauf30    2016 08  26  14  05  00  0.000000  
Bacheinlauf47    2016 08  26  14  05  00  0.000000  
Node_8           2016 08  26  14  05  00  0.000000  
Notentlastung_48b 2016 08  26  14  05  00  0.000000  
103d_SBW         2016 08  26  14  10  00  0.000000  
ARA_Fehraltorf   2016 08  26  14  10  00  29.486607 
Bacheinlauf1     2016 08  26  14  10  00  0.000000  
Bacheinlauf2     2016 08  26  14  10  00  0.000000  
Bacheinlauf30    2016 08  26  14  10  00  0.000000  
Bacheinlauf47    2016 08  26  14  10  00  0.000000  
Node_8           2016 08  26  14  10  00  0.000000  
Notentlastung_48b 2016 08  26  14  10  00  0.000000  
103d_SBW         2016 08  26  14  15  00  0.000000  
ARA_Fehraltorf   2016 08  26  14  15  00  29.731165 
Bacheinlauf1     2016 08  26  14  15  00  0.000000  
Bacheinlauf2     2016 08  26  14  15  00  0.000000  
Bacheinlauf30    2016 08  26  14  15  00  0.000000  
Bacheinlauf47    2016 08  26  14  15  00  0.000000  
Node_8           2016 08  26  14  15  00  0.000000  
Notentlastung_48b 2016 08  26  14  15  00  0.000000  
103d_SBW         2016 08  26  14  20  00  0.000000  
ARA_Fehraltorf   2016 08  26  14  20  00  30.049705 
Bacheinlauf1     2016 08  26  14  20  00  0.000000  
Bacheinlauf2     2016 08  26  14  20  00  0.000000  
Bacheinlauf30    2016 08  26  14  20  00  0.000000  
Bacheinlauf47    2016 08  26  14  20  00  0.000000  
Node_8           2016 08  26  14  20  00  0.000000  
Notentlastung_48b 2016 08  26  14  20  00  0.000000  
103d_SBW         2016 08  26  14  25  00  0.000000  
ARA_Fehraltorf   2016 08  26  14  25  00  30.023023 
Bacheinlauf1     2016 08  26  14  25  00  0.000000  
Bacheinlauf2     2016 08  26  14  25  00  0.000000  
Bacheinlauf30    2016 08  26  14  25  00  0.000000  
Bacheinlauf47    2016 08  26  14  25  00  0.000000  
Node_8           2016 08  26  14  25  00  0.000000  
Notentlastung_48b 2016 08  26  14  25  00  0.000000  
103d_SBW         2016 08  26  14  30  00  0.000000  
ARA_Fehraltorf   2016 08  26  14  30  00  30.097419 
Bacheinlauf1     2016 08  26  14  30  00  0.000000  
Bacheinlauf2     2016 08  26  14  30  00  0.000000  
Bacheinlauf30    2016 08  26  14  30  00  0.000000  
Bacheinlauf47    2016 08  26  14  30  00  0.000000  
Node_8           2016 08  26  14  30  00  0.000000  
Notentlastung_48b 2016 08  26  14  30  00  0.000000  
103d_SBW         2016 08  26  14  35  00  0.000000  
ARA_Fehraltorf   2016 08  26  14  35  00  30.996447 
Bacheinlauf1     2016 08  26  14  35  00  0.000000  
Bacheinlauf2     2016 08  26  14  35  00  0.000000  
Bacheinlauf30    2016 08  26  14  35  00  0.000000  
Bacheinlauf47    2016 08  26  14  35  00  0.000000  
Node_8           2016 08  26  14  35  00  0.000000  
Notentlastung_48b 2016 08  26  14  35  00  0.000000  
103d_SBW         2016 08  26  14  40  00  0.000000  
ARA_Fehraltorf   2016 08  26  14  40  00  31.517426 
Bacheinlauf1     2016 08  26  14  40  00  0.000000  
Bacheinlauf2     2016 08  26  14  40  00  0.000000  
Bacheinlauf30    2016 08  26  14  40  00  0.000000  
Bacheinlauf47    2016 08  26  14  40  00  0.000000  
Node_8           2016 08  26  14  40  00  0.000000  
Notentlastung_48b 2016 08  26  14  40  00  0.000000  
103d_SBW         2016 08  26  14  45  00  0.000000  
ARA_Fehraltorf   2016 08  26  14  45  00  31.011241 
Bacheinlauf1     2016 08  26  14  45  00  0.000000  
Bacheinlauf2     2016 08  26  14  45  00  0.000000  
Bacheinlauf30    2016 08  26  14  45  00  0.000000  
Bacheinlauf47    2016 08  26  14  45  00  0.000000  
Node_8           2016 08  26  14  45  00  0.000000  
Notentlastung_48b 2016 08  26  14  45  00  0.000000  
103d_SBW         2016 08  26  14  50  00  0.000000  
ARA_Fehraltorf   2016 08  26  14  50  00  30.329396 
Bacheinlauf1     2016 08  26  14  50  00  0.000000  
Bacheinlauf2     2016 08  26  14  50  00  0.000000  
Bacheinlauf30    2016 08  26  14  50  00  0.000000  
Bacheinlauf47    2016 08  26  14  50  00  0.000000  
Node_8           2016 08  26  14  50  00  0.000000  
Notentlastung_48b 2016 08  26  14  50  00  0.000000  
103d_SBW         2016 08  26  14  55  00  0.000000  
ARA_Fehraltorf   2016 08  26  14  55  00  29.879162 
Bacheinlauf1     2016 08  26  14  55  00  0.000000  
Bacheinlauf2     2016 08  26  14  55  00  0.000000  
Bacheinlauf30    2016 08  26  14  55  00  0.000000  
Bacheinlauf47    2016 08  26  14  55  00  0.000000  
Node_8           2016 08  26  14  55  00  0.000000  
Notentlastung_48b 2016 08  26  14  55  00  0.000000  
103d_SBW         2016 08  26  15  00  00  0.000000  
ARA_Fehraltorf   2016 08  26  15  00  00  29.763484 
Bacheinlauf1     2016 08  26  15  00  00  0.000000  
Bacheinlauf2     2016 08  26  15  00  00  0.000000  
Bacheinlauf30    2016 08  26  15  00  00  0.000000  
Bacheinlauf47    2016 08  26  15  00  00  0.000000  
Node_8           2016 08  26  15  00  00  0.000000  
Notentlastung_48b 2016 08  26  15  00  00  0.000000  
103d_SBW         2016 08  26  15  05  00  0.000000  
ARA_Fehraltorf   2016 08  26  15  05  00  30.135815 
Bacheinlauf1     2016 08  26  15  05  00  0.000000  
Bacheinlauf2     2016 08  26  15  05  00  0.000000  
Bacheinlauf30    2016 08  26  15  05  00  0.000000  
Bacheinlauf47    2016 08  26  15  05  00  0.000000  
Node_8           2016 08  26  15  05  00  0.000000  
Notentlastung_48b 2016 08  26  15  05  00  0.000000  
103d_SBW         2016 08  26  15  10  00  0.000000  
ARA_Fehraltorf   2016 08  26  15  10  00  30.606246 
Bacheinlauf1     2016 08  26  15  10  00  0.000000  
Bacheinlauf2     2016 08  26  15  10  00  0.000000  
Bacheinlauf30    2016 08  26  15  10  00  0.000000  
Bacheinlauf47    2016 08  26  15  10  00  0.000000  
Node_8           2016 08  26  15  10  00  0.000000  
Notentlastung_48b 2016 08  26  15  10  00  0.000000  
103d_SBW         2016 08  26  15  15  00  0.000000  
ARA_Fehraltorf   2016 08  26  15  15  00  31.137950 
Bacheinlauf1     2016 08  26  15  15  00  0.000000  
Bacheinlauf2     2016 08  26  15  15  00  0.000000  
Bacheinlauf30    2016 08  26  15  15  00  0.000000  
Bacheinlauf47    2016 08  26  15  15  00  0.000000  
Node_8           2016 08  26  15  15  00  0.000000  
Notentlastung_48b 2016 08  26  15  15  00  0.000000  
103d_SBW         2016 08  26  15  20  00  0.000000  
ARA_Fehraltorf   2016 08  26  15  20  00  31.837399 
Bacheinlauf1     2016 08  26  15  20  00  0.000000  
Bacheinlauf2     2016 08  26  15  20  00  0.000000  
Bacheinlauf30    2016 08  26  15  20  00  0.000000  
Bacheinlauf47    2016 08  26  15  20  00  0.000000  
Node_8           2016 08  26  15  20  00  0.000000  
Notentlastung_48b 2016 08  26  15  20  00  0.000000  
103d_SBW         2016 08  26  15  25  00  0.000000  
ARA_Fehraltorf   2016 08  26  15  25  00  32.559570 
Bacheinlauf1     2016 08  26  15  25  00  0.000000  
Bacheinlauf2     2016 08  26  15  25  00  0.000000  
Bacheinlauf30    2016 08  26  15  25  00  0.000000  
Bacheinlauf47    2016 08  26  15  25  00  0.000000  
Node_8           2016 08  26  15  25  00  0.000000  
Notentlastung_48b 2016 08  26  15  25  00  0.000000  
103d_SBW         2016 08  26  15  30  00  0.000000  
ARA_Fehraltorf   2016 08  26  15  30  00  33.109605 
Bacheinlauf1     2016 08  26  15  30  00  0.000000  
Bacheinlauf2     2016 08  26  15  30  00  0.000000  
Bacheinlauf30    2016 08  26  15  30  00  0.000000  
Bacheinlauf47    2016 08  26  15  30  00  0.000000  
Node_8           2016 08  26  15  30  00  0.000000  
Notentlastung_48b 2016 08  26  15  30  00  0.000000  
103d_SBW         2016 08  26  15  35  00  0.000000  
ARA_Fehraltorf   2016 08  26  15  35  00  33.580185 
Bacheinlauf1     2016 08  26  15  35  00  0.000000  
Bacheinlauf2     2016 08  26  15  35  00  0.000000  
Bacheinlauf30    2016 08  26  15  35  00  0.000000  
Bacheinlauf47    2016 08  26  15  35  00  0.000000  
Node_8           2016 08  26  15  35  00  0.000000  
Notentlastung_48b 2016 08  26  15  35  00  0.000000  
103d_SBW         2016 08  26  15  40  00  0.000000  
ARA_Fehraltorf   2016 08  26  15  40  00  38.572973 
Bacheinlauf1     2016 08  26  15  40  00  0.000000  
Bacheinlauf2     2016 08  26  15  40  00  0.000000  
Bacheinlauf30    2016 08  26  15  40  00  0.000000  
Bacheinlauf47    2016 08  26  15  40  00  0.000000  
Node_8           2016 08  26  15  40  00  0.000000  
Notentlastung_48b 2016 08  26  15  40  00  0.000000  
103d_SBW         2016 08  26  15  45  00  0.000000  
ARA_Fehraltorf   2016 08  26  15  45  00  38.572973 
Bacheinlauf1     2016 08  26  15  45  00  0.000000  
Bacheinlauf2     2016 08  26  15  45  00  0.000000  
Bacheinlauf30    2016 08  26  15  45  00  0.000000  
Bacheinlauf47    2016 08  26  15  45  00  0.000000  
Node_8           2016 08  26  15  45  00  0.000000  
Notentlastung_48b 2016 08  26  15  45  00  0.000000  
103d_SBW         2016 08  26  15  50  00  0.000000  
ARA_Fehraltorf   2016 08  26  15  50  00  40.319964 
Bacheinlauf1     2016 08  26  15  50  00  0.000000  
Bacheinlauf2     2016 08  26  15  50  00  0.000000  
Bacheinlauf30    2016 08  26  15  50  00  0.000000  
Bacheinlauf47    2016 08  26  15  50  00  0.000000  
Node_8           2016 08  26  15  50  00  0.000000  
Notentlastung_48b 2016 08  26  15  50  00  0.000000  
103d_SBW         2016 08  26  15  55  00  0.000000  
ARA_Fehraltorf   2016 08  26  15  55  00  40.319964 
Bacheinlauf1     2016 08  26  15  55  00  0.000000  
Bacheinlauf2     2016 08  26  15  55  00  0.000000  
Bacheinlauf30    2016 08  26  15  55  00  0.000000  
Bacheinlauf47    2016 08  26  15  55  00  0.000000  
Node_8           2016 08  26  15  55  00  0.000000  
Notentlastung_48b 2016 08  26  15  55  00  0.000000  
103d_SBW         2016 08  26  16  00  00  0.000000  
ARA_Fehraltorf   2016 08  26  16  00  00  42.117008 
Bacheinlauf1     2016 08  26  16  00  00  0.000000  
Bacheinlauf2     2016 08  26  16  00  00  0.000000  
Bacheinlauf30    2016 08  26  16  00  00  0.000000  
Bacheinlauf47    2016 08  26  16  00  00  0.000000  
Node_8           2016 08  26  16  00  00  0.000000  
Notentlastung_48b 2016 08  26  16  00  00  0.000000  
103d_SBW         2016 08  26  16  05  00  0.000000  
ARA_Fehraltorf   2016 08  26  16  05  00  45.639434 
Bacheinlauf1     2016 08  26  16  05  00  0.000000  
Bacheinlauf2     2016 08  26  16  05  00  0.000000  
Bacheinlauf30    2016 08  26  16  05  00  0.000000  
Bacheinlauf47    2016 08  26  16  05  00  0.000000  
Node_8           2016 08  26  16  05  00  0.000000  
Notentlastung_48b 2016 08  26  16  05  00  0.000000  
103d_SBW         2016 08  26  16  10  00  0.000000  
ARA_Fehraltorf   2016 08  26  16  10  00  45.639434 
Bacheinlauf1     2016 08  26  16  10  00  0.000000  
Bacheinlauf2     2016 08  26  16  10  00  0.000000  
Bacheinlauf30    2016 08  26  16  10  00  0.000000  
Bacheinlauf47    2016 08  26  16  10  00  0.000000  
Node_8           2016 08  26  16  10  00  0.000000  
Notentlastung_48b 2016 08  26  16  10  00  0.000000  
103d_SBW         2016 08  26  16  15  00  0.000000  
ARA_Fehraltorf   2016 08  26  16  15  00  45.639434 
Bacheinlauf1     2016 08  26  16  15  00  0.000000  
Bacheinlauf2     2016 08  26  16  15  00  0.000000  
Bacheinlauf30    2016 08  26  16  15  00  0.000000  
Bacheinlauf47    2016 08  26  16  15  00  0.000000  
Node_8           2016 08  26  16  15  00  0.000000  
Notentlastung_48b 2016 08  26  16  15  00  0.000000  
103d_SBW         2016 08  26  16  20  00  0.000000  
ARA_Fehraltorf   2016 08  26  16  20  00  45.639434 
Bacheinlauf1     2016 08  26  16  20  00  0.000000  
Bacheinlauf2     2016 08  26  16  20  00  0.000000  
Bacheinlauf30    2016 08  26  16  20  00  0.000000  
Bacheinlauf47    2016 08  26  16  20  00  0.000000  
Node_8           2016 08  26  16  20  00  0.000000  
Notentlastung_48b 2016 08  26  16  20  00  0.000000  
103d_SBW         2016 08  26  16  25  00  0.000000  
ARA_Fehraltorf   2016 08  26  16  25  00  45.639434 
Bacheinlauf1     2016 08  26  16  25  00  0.000000  
Bacheinlauf2     2016 08  26  16  25  00  0.000000  
Bacheinlauf30    2016 08  26  16  25  00  0.000000  
Bacheinlauf47    2016 08  26  16  25  00  0.000000  
Node_8           2016 08  26  16  25  00  0.000000  
Notentlastung_48b 2016 08  26  16  25  00  0.000000  
103d_SBW         2016 08  26  16  30  00  0.000000  
ARA_Fehraltorf   2016 08  26  16  30  00  45.639434 
Bacheinlauf1     2016 08  26  16  30  00  0.000000  
Bacheinlauf2     2016 08  26  16  30  00  0.000000  
Bacheinlauf30    2016 08  26  16  30  00  0.000000  
Bacheinlauf47    2016 08  26  16  30  00  0.000000  
Node_8           2016 08  26  16  30  00  0.000000  
Notentlastung_48b 2016 08  26  16  30  00  0.000000  
103d_SBW         2016 08  26  16  35  00  0.000000  
ARA_Fehraltorf   2016 08  26  16  35  00  45.639434 
Bacheinlauf1     2016 08  26  16  35  00  0.000000  
Bacheinlauf2     2016 08  26  16  35  00  0.000000  
Bacheinlauf30    2016 08  26  16  35  00  0.000000  
Bacheinlauf47    2016 08  26  16  35  00  0.000000  
Node_8           2016 08  26  16  35  00  0.000000  
Notentlastung_48b 2016 08  26  16  35  00  0.000000  
103d_SBW         2016 08  26  16  40  00  0.000000  
ARA_Fehraltorf   2016 08  26  16  40  00  45.639434 
Bacheinlauf1     2016 08  26  16  40  00  0.000000  
Bacheinlauf2     2016 08  26  16  40  00  0.000000  
Bacheinlauf30    2016 08  26  16  40  00  0.000000  
Bacheinlauf47    2016 08  26  16  40  00  0.000000  
Node_8           2016 08  26  16  40  00  0.000000  
Notentlastung_48b 2016 08  26  16  40  00  0.000000  
103d_SBW         2016 08  26  16  45  00  0.000000  
ARA_Fehraltorf   2016 08  26  16  45  00  45.639434 
Bacheinlauf1     2016 08  26  16  45  00  0.000000  
Bacheinlauf2     2016 08  26  16  45  00  0.000000  
Bacheinlauf30    2016 08  26  16  45  00  0.000000  
Bacheinlauf47    2016 08  26  16  45  00  0.000000  
Node_8           2016 08  26  16  45  00  0.000000  
Notentlastung_48b 2016 08  26  16  45  00  0.000000  
103d_SBW         2016 08  26  16  50  00  0.000000  
ARA_Fehraltorf   2016 08  26  16  50  00  45.639434 
Bacheinlauf1     2016 08  26  16  50  00  0.000000  
Bacheinlauf2     2016 08  26  16  50  00  0.000000  
Bacheinlauf30    2016 08  26  16  50  00  0.000000  
Bacheinlauf47    2016 08  26  16  50  00  0.000000  
Node_8           2016 08  26  16  50  00  0.000000  
Notentlastung_48b 2016 08  26  16  50  00  0.000000  
103d_SBW         2016 08  26  16  55  00  0.000000  
ARA_Fehraltorf   2016 08  26  16  55  00  45.639434 
Bacheinlauf1     2016 08  26  16  55  00  0.000000  
Bacheinlauf2     2016 08  26  16  55  00  0.000000  
Bacheinlauf30    2016 08  26  16  55  00  0.000000  
Bacheinlauf47    2016 08  26  16  55  00  0.000000  
Node_8           2016 08  26  16  55  00  0.000000  
Notentlastung_48b 2016 08  26  16  55  00  0.000000  
103d_SBW         2016 08  26  17  00  00  0.000000  
ARA_Fehraltorf   2016 08  26  17  00  00  47.279000 
Bacheinlauf1     2016 08  26  17  00  00  0.000000  
Bacheinlauf2     2016 08  26  17  00  00  0.000000  
Bacheinlauf30    2016 08  26  17  00  00  0.000000  
Bacheinlauf47    2016 08  26  17  00  00  0.000000  
Node_8           2016 08  26  17  00  00  0.000000  
Notentlastung_48b 2016 08  26  17  00  00  0.000000  
103d_SBW         2016 08  26  17  05  00  0.000000  
ARA_Fehraltorf   2016 08  26  17  05  00  47.279000 
Bacheinlauf1     2016 08  26  17  05  00  0.000000  
Bacheinlauf2     2016 08  26  17  05  00  0.000000  
Bacheinlauf30    2016 08  26  17  05  00  0.000000  
Bacheinlauf47    2016 08  26  17  05  00  0.000000  
Node_8           2016 08  26  17  05  00  0.000000  
Notentlastung_48b 2016 08  26  17  05  00  0.000000  
103d_SBW         2016 08  26  17  10  00  0.000000  
ARA_Fehraltorf   2016 08  26  17  10  00  47.279000 
Bacheinlauf1     2016 08  26  17  10  00  0.000000  
Bacheinlauf2     2016 08  26  17  10  00  0.000000  
Bacheinlauf30    2016 08  26  17  10  00  0.000000  
Bacheinlauf47    2016 08  26  17  10  00  0.000000  
Node_8           2016 08  26  17  10  00  0.000000  
Notentlastung_48b 2016 08  26  17  10  00  0.000000  
103d_SBW         2016 08  26  17  15  00  0.000000  
ARA_Fehraltorf   2016 08  26  17  15  00  47.279000 
Bacheinlauf1     2016 08  26  17  15  00  0.000000  
Bacheinlauf2     2016 08  26  17  15  00  0.000000  
Bacheinlauf30    2016 08  26  17  15  00  0.000000  
Bacheinlauf47    2016 08  26  17  15  00  0.000000  
Node_8           2016 08  26  17  15  00  0.000000  
Notentlastung_48b 2016 08  26  17  15  00  0.000000  
103d_SBW         2016 08  26  17  20  00  0.000000  
ARA_Fehraltorf   2016 08  26  17  20  00  47.279000 
Bacheinlauf1     2016 08  26  17  20  00  0.000000  
Bacheinlauf2     2016 08  26  17  20  00  0.000000  
Bacheinlauf30    2016 08  26  17  20  00  0.000000  
Bacheinlauf47    2016 08  26  17  20  00  0.000000  
Node_8           2016 08  26  17  20  00  0.000000  
Notentlastung_48b 2016 08  26  17  20  00  0.000000  
103d_SBW         2016 08  26  17  25  00  0.000000  
ARA_Fehraltorf   2016 08  26  17  25  00  48.792836 
Bacheinlauf1     2016 08  26  17  25  00  0.000000  
Bacheinlauf2     2016 08  26  17  25  00  0.000000  
Bacheinlauf30    2016 08  26  17  25  00  0.000000  
Bacheinlauf47    2016 08  26  17  25  00  0.000000  
Node_8           2016 08  26  17  25  00  0.000000  
Notentlastung_48b 2016 08  26  17  25  00  0.000000  
103d_SBW         2016 08  26  17  30  00  0.000000  
ARA_Fehraltorf   2016 08  26  17  30  00  48.792836 
Bacheinlauf1     2016 08  26  17  30  00  0.000000  
Bacheinlauf2     2016 08  26  17  30  00  0.000000  
Bacheinlauf30    2016 08  26  17  30  00  0.000000  
Bacheinlauf47    2016 08  26  17  30  00  0.000000  
Node_8           2016 08  26  17  30  00  0.000000  
Notentlastung_48b 2016 08  26  17  30  00  0.000000  
103d_SBW         2016 08  26  17  35  00  0.000000  
ARA_Fehraltorf   2016 08  26  17  35  00  48.792836 
Bacheinlauf1     2016 08  26  17  35  00  0.000000  
Bacheinlauf2     2016 08  26  17  35  00  0.000000  
Bacheinlauf30    2016 08  26  17  35  00  0.000000  
Bacheinlauf47    2016 08  26  17  35  00  0.000000  
Node_8           2016 08  26  17  35  00  0.000000  
Notentlastung_48b 2016 08  26  17  35  00  0.000000  
103d_SBW         2016 08  26  17  40  00  0.000000  
ARA_Fehraltorf   2016 08  26  17  40  00  54.292299 
Bacheinlauf1     2016 08  26  17  40  00  0.000000  
Bacheinlauf2     2016 08  26  17  40  00  0.000000  
Bacheinlauf30    2016 08  26  17  40  00  0.000000  
Bacheinlauf47    2016 08  26  17  40  00  0.000000  
Node_8           2016 08  26  17  40  00  0.000000  
Notentlastung_48b 2016 08  26  17  40  00  0.000000  
103d_SBW         2016 08  26  17  45  00  0.000000  
ARA_Fehraltorf   2016 08  26  17  45  00  55.506001 
Bacheinlauf1     2016 08  26  17  45  00  0.000000  
Bacheinlauf2     2016 08  26  17  45  00  0.000000  
Bacheinlauf30    2016 08  26  17  45  00  0.000000  
Bacheinlauf47    2016 08  26  17  45  00  0.000000  
Node_8           2016 08  26  17  45  00  0.000000  
Notentlastung_48b 2016 08  26  17  45  00  0.000000  
103d_SBW         2016 08  26  17  50  00  0.000000  
ARA_Fehraltorf   2016 08  26  17  50  00  56.190615 
Bacheinlauf1     2016 08  26  17  50  00  0.000000  
Bacheinlauf2     2016 08  26  17  50  00  0.000000  
Bacheinlauf30    2016 08  26  17  50  00  0.000000  
Bacheinlauf47    2016 08  26  17  50  00  0.000000  
Node_8           2016 08  26  17  50  00  0.000000  
Notentlastung_48b 2016 08  26  17  50  00  0.000000  
103d_SBW         2016 08  26  17  55  00  0.000000  
ARA_Fehraltorf   2016 08  26  17  55  00  48.399933 
Bacheinlauf1     2016 08  26  17  55  00  0.000000  
Bacheinlauf2     2016 08  26  17  55  00  0.000000  
Bacheinlauf30    2016 08  26  17  55  00  0.000000  
Bacheinlauf47    2016 08  26  17  55  00  0.000000  
Node_8           2016 08  26  17  55  00  0.000000  
Notentlastung_48b 2016 08  26  17  55  00  0.000000  
103d_SBW         2016 08  26  18  00  00  0.000000  
ARA_Fehraltorf   2016 08  26  18  00  00  46.464023 
Bacheinlauf1     2016 08  26  18  00  00  0.000000  
Bacheinlauf2     2016 08  26  18  00  00  0.000000  
Bacheinlauf30    2016 08  26  18  00  00  0.000000  
Bacheinlauf47    2016 08  26  18  00  00  0.000000  
Node_8           2016 08  26  18  00  00  0.000000  
Notentlastung_48b 2016 08  26  18  00  00  0.000000  
103d_SBW         2016 08  26  18  05  00  0.000000  
ARA_Fehraltorf   2016 08  26  18  05  00  43.503894 
Bacheinlauf1     2016 08  26  18  05  00  0.000000  
Bacheinlauf2     2016 08  26  18  05  00  0.000000  
Bacheinlauf30    2016 08  26  18  05  00  0.000000  
Bacheinlauf47    2016 08  26  18  05  00  0.000000  
Node_8           2016 08  26  18  05  00  0.000000  
Notentlastung_48b 2016 08  26  18  05  00  0.000000  
103d_SBW         2016 08  26  18  10  00  0.000000  
ARA_Fehraltorf   2016 08  26  18  10  00  43.503894 
Bacheinlauf1     2016 08  26  18  10  00  0.000000  
Bacheinlauf2     2016 08  26  18  10  00  0.000000  
Bacheinlauf30    2016 08  26  18  10  00  0.000000  
Bacheinlauf47    2016 08  26  18  10  00  0.000000  
Node_8           2016 08  26  18  10  00  0.000000  
Notentlastung_48b 2016 08  26  18  10  00  0.000000  
103d_SBW         2016 08  26  18  15  00  0.000000  
ARA_Fehraltorf   2016 08  26  18  15  00  43.503894 
Bacheinlauf1     2016 08  26  18  15  00  0.000000  
Bacheinlauf2     2016 08  26  18  15  00  0.000000  
Bacheinlauf30    2016 08  26  18  15  00  0.000000  
Bacheinlauf47    2016 08  26  18  15  00  0.000000  
Node_8           2016 08  26  18  15  00  0.000000  
Notentlastung_48b 2016 08  26  18  15  00  0.000000  
103d_SBW         2016 08  26  18  20  00  0.000000  
ARA_Fehraltorf   2016 08  26  18  20  00  43.503894 
Bacheinlauf1     2016 08  26  18  20  00  0.000000  
Bacheinlauf2     2016 08  26  18  20  00  0.000000  
Bacheinlauf30    2016 08  26  18  20  00  0.000000  
Bacheinlauf47    2016 08  26  18  20  00  0.000000  
Node_8           2016 08  26  18  20  00  0.000000  
Notentlastung_48b 2016 08  26  18  20  00  0.000000  
103d_SBW         2016 08  26  18  25  00  0.000000  
ARA_Fehraltorf   2016 08  26  18  25  00  43.503894 
Bacheinlauf1     2016 08  26  18  25  00  0.000000  
Bacheinlauf2     2016 08  26  18  25  00  0.000000  
Bacheinlauf30    2016 08  26  18  25  00  0.000000  
Bacheinlauf47    2016 08  26  18  25  00  0.000000  
Node_8           2016 08  26  18  25  00  0.000000  
Notentlastung_48b 2016 08  26  18  25  00  0.000000  
103d_SBW         2016 08  26  18  30  00  0.000000  
ARA_Fehraltorf   2016 08  26  18  30  00  43.503894 
Bacheinlauf1     2016 08  26  18  30  00  0.000000  
Bacheinlauf2     2016 08  26  18  30  00  0.000000  
Bacheinlauf30    2016 08  26  18  30  00  0.000000  
Bacheinlauf47    2016 08  26  18  30  00  0.000000  
Node_8           2016 08  26  18  30  00  0.000000  
Notentlastung_48b 2016 08  26  18  30  00  0.000000  
103d_SBW         2016 08  26  18  35  00  0.000000  
ARA_Fehraltorf   2016 08  26  18  35  00  43.503894 
Bacheinlauf1     2016 08  26  18  35  00  0.000000  
Bacheinlauf2     2016 08  26  18  35  00  0.000000  
Bacheinlauf30    2016 08  26  18  35  00  0.000000  
Bacheinlauf47    2016 08  26  18  35  00  0.000000  
Node_8           2016 08  26  18  35  00  0.000000  
Notentlastung_48b 2016 08  26  18  35  00  0.000000  
103d_SBW         2016 08  26  18  40  00  0.000000  
ARA_Fehraltorf   2016 08  26  18  40  00  43.503894 
Bacheinlauf1     2016 08  26  18  40  00  0.000000  
Bacheinlauf2     2016 08  26  18  40  00  0.000000  
Bacheinlauf30    2016 08  26  18  40  00  0.000000  
Bacheinlauf47    2016 08  26  18  40  00  0.000000  
Node_8           2016 08  26  18  40  00  0.000000  
Notentlastung_48b 2016 08  26  18  40  00  0.000000  
103d_SBW         2016 08  26  18  45  00  0.000000  
ARA_Fehraltorf   2016 08  26  18  45  00  43.503894 
Bacheinlauf1     2016 08  26  18  45  00  0.000000  
Bacheinlauf2     2016 08  26  18  45  00  0.000000  
Bacheinlauf30    2016 08  26  18  45  00  0.000000  
Bacheinlauf47    2016 08  26  18  45  00  0.000000  
Node_8           2016 08  26  18  45  00  0.000000  
Notentlastung_48b 2016 08  26  18  45  00  0.000000  
