SWMM5 Interface File
*MODEL: Sewer catchment model to simulate sewer discharge from Central Fehraltorf to the the treatment plant at ARA Fehraltorf. This model includes the observed transfer flows from RUMLIKON at location 'f02' (node 555) and RUSSIKON at location 'f03' (node 11d). The model is not complete and may still contain errors! 
300  - reporting time step in sec
1    - number of constituents as listed below:
FLOW LPS
8    - number of nodes as listed below:
103d_SBW
ARA_Fehraltorf
Bacheinlauf1
Bacheinlauf2
Bacheinlauf30
Bacheinlauf47
Node_8
Notentlastung_48b
Node             Year Mon Day Hr  Min Sec FLOW      
Notentlastung_48b 2016 08  07  06  45  00  0.000000  
103d_SBW         2016 08  07  06  50  00  0.000000  
ARA_Fehraltorf   2016 08  07  06  50  00  51.856863 
Bacheinlauf1     2016 08  07  06  50  00  0.000000  
Bacheinlauf2     2016 08  07  06  50  00  0.000000  
Bacheinlauf30    2016 08  07  06  50  00  0.000000  
Bacheinlauf47    2016 08  07  06  50  00  0.000000  
Node_8           2016 08  07  06  50  00  0.000000  
Notentlastung_48b 2016 08  07  06  50  00  0.000000  
103d_SBW         2016 08  07  06  55  00  0.000000  
ARA_Fehraltorf   2016 08  07  06  55  00  53.111093 
Bacheinlauf1     2016 08  07  06  55  00  0.000000  
Bacheinlauf2     2016 08  07  06  55  00  0.000000  
Bacheinlauf30    2016 08  07  06  55  00  0.000000  
Bacheinlauf47    2016 08  07  06  55  00  0.000000  
Node_8           2016 08  07  06  55  00  0.000000  
Notentlastung_48b 2016 08  07  06  55  00  0.000000  
103d_SBW         2016 08  07  07  00  00  0.000000  
ARA_Fehraltorf   2016 08  07  07  00  00  52.875278 
Bacheinlauf1     2016 08  07  07  00  00  0.000000  
Bacheinlauf2     2016 08  07  07  00  00  0.000000  
Bacheinlauf30    2016 08  07  07  00  00  0.000000  
Bacheinlauf47    2016 08  07  07  00  00  0.000000  
Node_8           2016 08  07  07  00  00  0.000000  
Notentlastung_48b 2016 08  07  07  00  00  0.000000  
103d_SBW         2016 08  07  07  05  00  0.000000  
ARA_Fehraltorf   2016 08  07  07  05  00  52.783747 
Bacheinlauf1     2016 08  07  07  05  00  0.000000  
Bacheinlauf2     2016 08  07  07  05  00  0.000000  
Bacheinlauf30    2016 08  07  07  05  00  0.000000  
Bacheinlauf47    2016 08  07  07  05  00  0.000000  
Node_8           2016 08  07  07  05  00  0.000000  
Notentlastung_48b 2016 08  07  07  05  00  0.000000  
103d_SBW         2016 08  07  07  10  00  0.000000  
ARA_Fehraltorf   2016 08  07  07  10  00  54.121428 
Bacheinlauf1     2016 08  07  07  10  00  0.000000  
Bacheinlauf2     2016 08  07  07  10  00  0.000000  
Bacheinlauf30    2016 08  07  07  10  00  0.000000  
Bacheinlauf47    2016 08  07  07  10  00  0.000000  
Node_8           2016 08  07  07  10  00  0.000000  
Notentlastung_48b 2016 08  07  07  10  00  0.000000  
103d_SBW         2016 08  07  07  15  00  0.000000  
ARA_Fehraltorf   2016 08  07  07  15  00  56.009603 
Bacheinlauf1     2016 08  07  07  15  00  0.000000  
Bacheinlauf2     2016 08  07  07  15  00  0.000000  
Bacheinlauf30    2016 08  07  07  15  00  0.000000  
Bacheinlauf47    2016 08  07  07  15  00  0.000000  
Node_8           2016 08  07  07  15  00  0.000000  
Notentlastung_48b 2016 08  07  07  15  00  0.000000  
103d_SBW         2016 08  07  07  20  00  0.000000  
ARA_Fehraltorf   2016 08  07  07  20  00  57.462836 
Bacheinlauf1     2016 08  07  07  20  00  0.000000  
Bacheinlauf2     2016 08  07  07  20  00  0.000000  
Bacheinlauf30    2016 08  07  07  20  00  0.000000  
Bacheinlauf47    2016 08  07  07  20  00  0.000000  
Node_8           2016 08  07  07  20  00  0.000000  
Notentlastung_48b 2016 08  07  07  20  00  0.000000  
103d_SBW         2016 08  07  07  25  00  0.000000  
ARA_Fehraltorf   2016 08  07  07  25  00  58.247038 
Bacheinlauf1     2016 08  07  07  25  00  0.000000  
Bacheinlauf2     2016 08  07  07  25  00  0.000000  
Bacheinlauf30    2016 08  07  07  25  00  0.000000  
Bacheinlauf47    2016 08  07  07  25  00  0.000000  
Node_8           2016 08  07  07  25  00  0.000000  
Notentlastung_48b 2016 08  07  07  25  00  0.000000  
103d_SBW         2016 08  07  07  30  00  0.000000  
ARA_Fehraltorf   2016 08  07  07  30  00  59.142854 
Bacheinlauf1     2016 08  07  07  30  00  0.000000  
Bacheinlauf2     2016 08  07  07  30  00  0.000000  
Bacheinlauf30    2016 08  07  07  30  00  0.000000  
Bacheinlauf47    2016 08  07  07  30  00  0.000000  
Node_8           2016 08  07  07  30  00  0.000000  
Notentlastung_48b 2016 08  07  07  30  00  0.000000  
103d_SBW         2016 08  07  07  35  00  0.000000  
ARA_Fehraltorf   2016 08  07  07  35  00  60.451648 
Bacheinlauf1     2016 08  07  07  35  00  0.000000  
Bacheinlauf2     2016 08  07  07  35  00  0.000000  
Bacheinlauf30    2016 08  07  07  35  00  0.000000  
Bacheinlauf47    2016 08  07  07  35  00  0.000000  
Node_8           2016 08  07  07  35  00  0.000000  
Notentlastung_48b 2016 08  07  07  35  00  0.000000  
103d_SBW         2016 08  07  07  40  00  0.000000  
ARA_Fehraltorf   2016 08  07  07  40  00  62.088176 
Bacheinlauf1     2016 08  07  07  40  00  0.000000  
Bacheinlauf2     2016 08  07  07  40  00  0.000000  
Bacheinlauf30    2016 08  07  07  40  00  0.000000  
Bacheinlauf47    2016 08  07  07  40  00  0.000000  
Node_8           2016 08  07  07  40  00  0.000000  
Notentlastung_48b 2016 08  07  07  40  00  0.000000  
103d_SBW         2016 08  07  07  45  00  0.000000  
ARA_Fehraltorf   2016 08  07  07  45  00  62.948762 
Bacheinlauf1     2016 08  07  07  45  00  0.000000  
Bacheinlauf2     2016 08  07  07  45  00  0.000000  
Bacheinlauf30    2016 08  07  07  45  00  0.000000  
Bacheinlauf47    2016 08  07  07  45  00  0.000000  
Node_8           2016 08  07  07  45  00  0.000000  
Notentlastung_48b 2016 08  07  07  45  00  0.000000  
103d_SBW         2016 08  07  07  50  00  0.000000  
ARA_Fehraltorf   2016 08  07  07  50  00  61.958374 
Bacheinlauf1     2016 08  07  07  50  00  0.000000  
Bacheinlauf2     2016 08  07  07  50  00  0.000000  
Bacheinlauf30    2016 08  07  07  50  00  0.000000  
Bacheinlauf47    2016 08  07  07  50  00  0.000000  
Node_8           2016 08  07  07  50  00  0.000000  
Notentlastung_48b 2016 08  07  07  50  00  0.000000  
103d_SBW         2016 08  07  07  55  00  0.000000  
ARA_Fehraltorf   2016 08  07  07  55  00  61.313955 
Bacheinlauf1     2016 08  07  07  55  00  0.000000  
Bacheinlauf2     2016 08  07  07  55  00  0.000000  
Bacheinlauf30    2016 08  07  07  55  00  0.000000  
Bacheinlauf47    2016 08  07  07  55  00  0.000000  
Node_8           2016 08  07  07  55  00  0.000000  
Notentlastung_48b 2016 08  07  07  55  00  0.000000  
103d_SBW         2016 08  07  08  00  00  0.000000  
ARA_Fehraltorf   2016 08  07  08  00  00  61.135004 
Bacheinlauf1     2016 08  07  08  00  00  0.000000  
Bacheinlauf2     2016 08  07  08  00  00  0.000000  
Bacheinlauf30    2016 08  07  08  00  00  0.000000  
Bacheinlauf47    2016 08  07  08  00  00  0.000000  
Node_8           2016 08  07  08  00  00  0.000000  
Notentlastung_48b 2016 08  07  08  00  00  0.000000  
103d_SBW         2016 08  07  08  05  00  0.000000  
ARA_Fehraltorf   2016 08  07  08  05  00  61.064006 
Bacheinlauf1     2016 08  07  08  05  00  0.000000  
Bacheinlauf2     2016 08  07  08  05  00  0.000000  
Bacheinlauf30    2016 08  07  08  05  00  0.000000  
Bacheinlauf47    2016 08  07  08  05  00  0.000000  
Node_8           2016 08  07  08  05  00  0.000000  
Notentlastung_48b 2016 08  07  08  05  00  0.000000  
103d_SBW         2016 08  07  08  10  00  0.000000  
ARA_Fehraltorf   2016 08  07  08  10  00  61.459673 
Bacheinlauf1     2016 08  07  08  10  00  0.000000  
Bacheinlauf2     2016 08  07  08  10  00  0.000000  
Bacheinlauf30    2016 08  07  08  10  00  0.000000  
Bacheinlauf47    2016 08  07  08  10  00  0.000000  
Node_8           2016 08  07  08  10  00  0.000000  
Notentlastung_48b 2016 08  07  08  10  00  0.000000  
103d_SBW         2016 08  07  08  15  00  0.000000  
ARA_Fehraltorf   2016 08  07  08  15  00  61.275408 
Bacheinlauf1     2016 08  07  08  15  00  0.000000  
Bacheinlauf2     2016 08  07  08  15  00  0.000000  
Bacheinlauf30    2016 08  07  08  15  00  0.000000  
Bacheinlauf47    2016 08  07  08  15  00  0.000000  
Node_8           2016 08  07  08  15  00  0.000000  
Notentlastung_48b 2016 08  07  08  15  00  0.000000  
103d_SBW         2016 08  07  08  20  00  0.000000  
ARA_Fehraltorf   2016 08  07  08  20  00  61.885073 
Bacheinlauf1     2016 08  07  08  20  00  0.000000  
Bacheinlauf2     2016 08  07  08  20  00  0.000000  
Bacheinlauf30    2016 08  07  08  20  00  0.000000  
Bacheinlauf47    2016 08  07  08  20  00  0.000000  
Node_8           2016 08  07  08  20  00  0.000000  
Notentlastung_48b 2016 08  07  08  20  00  0.000000  
103d_SBW         2016 08  07  08  25  00  0.000000  
ARA_Fehraltorf   2016 08  07  08  25  00  63.182764 
Bacheinlauf1     2016 08  07  08  25  00  0.000000  
Bacheinlauf2     2016 08  07  08  25  00  0.000000  
Bacheinlauf30    2016 08  07  08  25  00  0.000000  
Bacheinlauf47    2016 08  07  08  25  00  0.000000  
Node_8           2016 08  07  08  25  00  0.000000  
Notentlastung_48b 2016 08  07  08  25  00  0.000000  
103d_SBW         2016 08  07  08  30  00  0.000000  
ARA_Fehraltorf   2016 08  07  08  30  00  63.182764 
Bacheinlauf1     2016 08  07  08  30  00  0.000000  
Bacheinlauf2     2016 08  07  08  30  00  0.000000  
Bacheinlauf30    2016 08  07  08  30  00  0.000000  
Bacheinlauf47    2016 08  07  08  30  00  0.000000  
Node_8           2016 08  07  08  30  00  0.000000  
Notentlastung_48b 2016 08  07  08  30  00  0.000000  
103d_SBW         2016 08  07  08  35  00  0.000000  
ARA_Fehraltorf   2016 08  07  08  35  00  63.182764 
Bacheinlauf1     2016 08  07  08  35  00  0.000000  
Bacheinlauf2     2016 08  07  08  35  00  0.000000  
Bacheinlauf30    2016 08  07  08  35  00  0.000000  
Bacheinlauf47    2016 08  07  08  35  00  0.000000  
Node_8           2016 08  07  08  35  00  0.000000  
Notentlastung_48b 2016 08  07  08  35  00  0.000000  
103d_SBW         2016 08  07  08  40  00  0.000000  
ARA_Fehraltorf   2016 08  07  08  40  00  63.182764 
Bacheinlauf1     2016 08  07  08  40  00  0.000000  
Bacheinlauf2     2016 08  07  08  40  00  0.000000  
Bacheinlauf30    2016 08  07  08  40  00  0.000000  
Bacheinlauf47    2016 08  07  08  40  00  0.000000  
Node_8           2016 08  07  08  40  00  0.000000  
Notentlastung_48b 2016 08  07  08  40  00  0.000000  
103d_SBW         2016 08  07  08  45  00  0.000000  
ARA_Fehraltorf   2016 08  07  08  45  00  63.182764 
Bacheinlauf1     2016 08  07  08  45  00  0.000000  
Bacheinlauf2     2016 08  07  08  45  00  0.000000  
Bacheinlauf30    2016 08  07  08  45  00  0.000000  
Bacheinlauf47    2016 08  07  08  45  00  0.000000  
Node_8           2016 08  07  08  45  00  0.000000  
Notentlastung_48b 2016 08  07  08  45  00  0.000000  
103d_SBW         2016 08  07  08  50  00  0.000000  
ARA_Fehraltorf   2016 08  07  08  50  00  63.445441 
Bacheinlauf1     2016 08  07  08  50  00  0.000000  
Bacheinlauf2     2016 08  07  08  50  00  0.000000  
Bacheinlauf30    2016 08  07  08  50  00  0.000000  
Bacheinlauf47    2016 08  07  08  50  00  0.000000  
Node_8           2016 08  07  08  50  00  0.000000  
Notentlastung_48b 2016 08  07  08  50  00  0.000000  
103d_SBW         2016 08  07  08  55  00  0.000000  
ARA_Fehraltorf   2016 08  07  08  55  00  63.445441 
Bacheinlauf1     2016 08  07  08  55  00  0.000000  
Bacheinlauf2     2016 08  07  08  55  00  0.000000  
Bacheinlauf30    2016 08  07  08  55  00  0.000000  
Bacheinlauf47    2016 08  07  08  55  00  0.000000  
Node_8           2016 08  07  08  55  00  0.000000  
Notentlastung_48b 2016 08  07  08  55  00  0.000000  
103d_SBW         2016 08  07  09  00  00  0.000000  
ARA_Fehraltorf   2016 08  07  09  00  00  63.445441 
Bacheinlauf1     2016 08  07  09  00  00  0.000000  
Bacheinlauf2     2016 08  07  09  00  00  0.000000  
Bacheinlauf30    2016 08  07  09  00  00  0.000000  
Bacheinlauf47    2016 08  07  09  00  00  0.000000  
Node_8           2016 08  07  09  00  00  0.000000  
Notentlastung_48b 2016 08  07  09  00  00  0.000000  
103d_SBW         2016 08  07  09  05  00  0.000000  
ARA_Fehraltorf   2016 08  07  09  05  00  63.445441 
Bacheinlauf1     2016 08  07  09  05  00  0.000000  
Bacheinlauf2     2016 08  07  09  05  00  0.000000  
Bacheinlauf30    2016 08  07  09  05  00  0.000000  
Bacheinlauf47    2016 08  07  09  05  00  0.000000  
Node_8           2016 08  07  09  05  00  0.000000  
Notentlastung_48b 2016 08  07  09  05  00  0.000000  
103d_SBW         2016 08  07  09  10  00  0.000000  
ARA_Fehraltorf   2016 08  07  09  10  00  64.044919 
Bacheinlauf1     2016 08  07  09  10  00  0.000000  
Bacheinlauf2     2016 08  07  09  10  00  0.000000  
Bacheinlauf30    2016 08  07  09  10  00  0.000000  
Bacheinlauf47    2016 08  07  09  10  00  0.000000  
Node_8           2016 08  07  09  10  00  0.000000  
Notentlastung_48b 2016 08  07  09  10  00  0.000000  
103d_SBW         2016 08  07  09  15  00  0.000000  
ARA_Fehraltorf   2016 08  07  09  15  00  64.044919 
Bacheinlauf1     2016 08  07  09  15  00  0.000000  
Bacheinlauf2     2016 08  07  09  15  00  0.000000  
Bacheinlauf30    2016 08  07  09  15  00  0.000000  
Bacheinlauf47    2016 08  07  09  15  00  0.000000  
Node_8           2016 08  07  09  15  00  0.000000  
Notentlastung_48b 2016 08  07  09  15  00  0.000000  
103d_SBW         2016 08  07  09  20  00  0.000000  
ARA_Fehraltorf   2016 08  07  09  20  00  64.044919 
Bacheinlauf1     2016 08  07  09  20  00  0.000000  
Bacheinlauf2     2016 08  07  09  20  00  0.000000  
Bacheinlauf30    2016 08  07  09  20  00  0.000000  
Bacheinlauf47    2016 08  07  09  20  00  0.000000  
Node_8           2016 08  07  09  20  00  0.000000  
Notentlastung_48b 2016 08  07  09  20  00  0.000000  
103d_SBW         2016 08  07  09  25  00  0.000000  
ARA_Fehraltorf   2016 08  07  09  25  00  64.381526 
Bacheinlauf1     2016 08  07  09  25  00  0.000000  
Bacheinlauf2     2016 08  07  09  25  00  0.000000  
Bacheinlauf30    2016 08  07  09  25  00  0.000000  
Bacheinlauf47    2016 08  07  09  25  00  0.000000  
Node_8           2016 08  07  09  25  00  0.000000  
Notentlastung_48b 2016 08  07  09  25  00  0.000000  
103d_SBW         2016 08  07  09  30  00  0.000000  
ARA_Fehraltorf   2016 08  07  09  30  00  64.381526 
Bacheinlauf1     2016 08  07  09  30  00  0.000000  
Bacheinlauf2     2016 08  07  09  30  00  0.000000  
Bacheinlauf30    2016 08  07  09  30  00  0.000000  
Bacheinlauf47    2016 08  07  09  30  00  0.000000  
Node_8           2016 08  07  09  30  00  0.000000  
Notentlastung_48b 2016 08  07  09  30  00  0.000000  
103d_SBW         2016 08  07  09  35  00  0.000000  
ARA_Fehraltorf   2016 08  07  09  35  00  64.381526 
Bacheinlauf1     2016 08  07  09  35  00  0.000000  
Bacheinlauf2     2016 08  07  09  35  00  0.000000  
Bacheinlauf30    2016 08  07  09  35  00  0.000000  
Bacheinlauf47    2016 08  07  09  35  00  0.000000  
Node_8           2016 08  07  09  35  00  0.000000  
Notentlastung_48b 2016 08  07  09  35  00  0.000000  
103d_SBW         2016 08  07  09  40  00  0.000000  
ARA_Fehraltorf   2016 08  07  09  40  00  64.381526 
Bacheinlauf1     2016 08  07  09  40  00  0.000000  
Bacheinlauf2     2016 08  07  09  40  00  0.000000  
Bacheinlauf30    2016 08  07  09  40  00  0.000000  
Bacheinlauf47    2016 08  07  09  40  00  0.000000  
Node_8           2016 08  07  09  40  00  0.000000  
Notentlastung_48b 2016 08  07  09  40  00  0.000000  
103d_SBW         2016 08  07  09  45  00  0.000000  
ARA_Fehraltorf   2016 08  07  09  45  00  64.381526 
Bacheinlauf1     2016 08  07  09  45  00  0.000000  
Bacheinlauf2     2016 08  07  09  45  00  0.000000  
Bacheinlauf30    2016 08  07  09  45  00  0.000000  
Bacheinlauf47    2016 08  07  09  45  00  0.000000  
Node_8           2016 08  07  09  45  00  0.000000  
Notentlastung_48b 2016 08  07  09  45  00  0.000000  
103d_SBW         2016 08  07  09  50  00  0.000000  
ARA_Fehraltorf   2016 08  07  09  50  00  69.331423 
Bacheinlauf1     2016 08  07  09  50  00  0.000000  
Bacheinlauf2     2016 08  07  09  50  00  0.000000  
Bacheinlauf30    2016 08  07  09  50  00  0.000000  
Bacheinlauf47    2016 08  07  09  50  00  0.000000  
Node_8           2016 08  07  09  50  00  0.000000  
Notentlastung_48b 2016 08  07  09  50  00  0.000000  
103d_SBW         2016 08  07  09  55  00  0.000000  
ARA_Fehraltorf   2016 08  07  09  55  00  69.331423 
Bacheinlauf1     2016 08  07  09  55  00  0.000000  
Bacheinlauf2     2016 08  07  09  55  00  0.000000  
Bacheinlauf30    2016 08  07  09  55  00  0.000000  
Bacheinlauf47    2016 08  07  09  55  00  0.000000  
Node_8           2016 08  07  09  55  00  0.000000  
Notentlastung_48b 2016 08  07  09  55  00  0.000000  
103d_SBW         2016 08  07  10  00  00  0.000000  
ARA_Fehraltorf   2016 08  07  10  00  00  86.237331 
Bacheinlauf1     2016 08  07  10  00  00  0.000000  
Bacheinlauf2     2016 08  07  10  00  00  0.000000  
Bacheinlauf30    2016 08  07  10  00  00  0.000000  
Bacheinlauf47    2016 08  07  10  00  00  0.000000  
Node_8           2016 08  07  10  00  00  0.000000  
Notentlastung_48b 2016 08  07  10  00  00  0.000000  
103d_SBW         2016 08  07  10  05  00  0.000000  
ARA_Fehraltorf   2016 08  07  10  05  00  85.840613 
Bacheinlauf1     2016 08  07  10  05  00  0.000000  
Bacheinlauf2     2016 08  07  10  05  00  0.000000  
Bacheinlauf30    2016 08  07  10  05  00  0.000000  
Bacheinlauf47    2016 08  07  10  05  00  0.000000  
Node_8           2016 08  07  10  05  00  0.000000  
Notentlastung_48b 2016 08  07  10  05  00  0.000000  
103d_SBW         2016 08  07  10  10  00  0.000000  
ARA_Fehraltorf   2016 08  07  10  10  00  84.988132 
Bacheinlauf1     2016 08  07  10  10  00  0.000000  
Bacheinlauf2     2016 08  07  10  10  00  0.000000  
Bacheinlauf30    2016 08  07  10  10  00  0.000000  
Bacheinlauf47    2016 08  07  10  10  00  0.000000  
Node_8           2016 08  07  10  10  00  0.000000  
Notentlastung_48b 2016 08  07  10  10  00  0.000000  
103d_SBW         2016 08  07  10  15  00  0.000000  
ARA_Fehraltorf   2016 08  07  10  15  00  84.100965 
Bacheinlauf1     2016 08  07  10  15  00  0.000000  
Bacheinlauf2     2016 08  07  10  15  00  0.000000  
Bacheinlauf30    2016 08  07  10  15  00  0.000000  
Bacheinlauf47    2016 08  07  10  15  00  0.000000  
Node_8           2016 08  07  10  15  00  0.000000  
Notentlastung_48b 2016 08  07  10  15  00  0.000000  
103d_SBW         2016 08  07  10  20  00  0.000000  
ARA_Fehraltorf   2016 08  07  10  20  00  83.356146 
Bacheinlauf1     2016 08  07  10  20  00  0.000000  
Bacheinlauf2     2016 08  07  10  20  00  0.000000  
Bacheinlauf30    2016 08  07  10  20  00  0.000000  
Bacheinlauf47    2016 08  07  10  20  00  0.000000  
Node_8           2016 08  07  10  20  00  0.000000  
Notentlastung_48b 2016 08  07  10  20  00  0.000000  
103d_SBW         2016 08  07  10  25  00  0.000000  
ARA_Fehraltorf   2016 08  07  10  25  00  82.344673 
Bacheinlauf1     2016 08  07  10  25  00  0.000000  
Bacheinlauf2     2016 08  07  10  25  00  0.000000  
Bacheinlauf30    2016 08  07  10  25  00  0.000000  
Bacheinlauf47    2016 08  07  10  25  00  0.000000  
Node_8           2016 08  07  10  25  00  0.000000  
Notentlastung_48b 2016 08  07  10  25  00  0.000000  
103d_SBW         2016 08  07  10  30  00  0.000000  
ARA_Fehraltorf   2016 08  07  10  30  00  81.677003 
Bacheinlauf1     2016 08  07  10  30  00  0.000000  
Bacheinlauf2     2016 08  07  10  30  00  0.000000  
Bacheinlauf30    2016 08  07  10  30  00  0.000000  
Bacheinlauf47    2016 08  07  10  30  00  0.000000  
Node_8           2016 08  07  10  30  00  0.000000  
Notentlastung_48b 2016 08  07  10  30  00  0.000000  
103d_SBW         2016 08  07  10  35  00  0.000000  
ARA_Fehraltorf   2016 08  07  10  35  00  80.822942 
